,posted,neighborhood,post title,number bedrooms,sqft,URL,price
13,2022-05-25 12:50," (West Los Angeles, Westwood, Santa Monica)",🤩Furnished Room-Weekly-Fridge-Microwave-TV-WiFi-No Credit Check!🤩,1,103.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-furnished-room-weekly/7484386340.html,365
14,2022-05-25 12:50, (westside-southbay-310),"On-Site Management, Hardwood Floors, Laundry Facilities",2,,https://losangeles.craigslist.org/wst/apa/d/los-angeles-on-site-management-hardwood/7488259815.html,"3,495"
15,2022-05-25 12:48," (555 Kelton Ave, Los Angeles, CA)",Because location really is everything! - Now Leasing for Fall!,1,650.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-because-location-really-is/7487382800.html,"2,656"
16,2022-05-25 12:48, (West Hollywood),"Utilities Included, North of Sunset Strip, Move in Today!",,480.0,https://losangeles.craigslist.org/wst/apa/d/west-hollywood-utilities-included-north/7488258956.html,"2,261"
17,2022-05-25 12:48, (westside-southbay-310),"Relaxing Gas Fireplace, Stove/Oven, Gated Access",,550.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-relaxing-gas-fireplace/7488258921.html,"2,384"
18,2022-05-25 12:39, (westside-southbay-310),"On-Site Management, Garage, Efficient Appliances",,,https://losangeles.craigslist.org/wst/apa/d/los-angeles-on-site-management-garage/7485710227.html,"1,645"
19,2022-05-25 12:39," (4600 Vía Marina, Marina del Rey, CA)","Outdoor fitness center, Free community WiFi, 24-hour package lockers",2,1040.0,https://losangeles.craigslist.org/wst/apa/d/marina-del-rey-outdoor-fitness-center/7482169247.html,"3,880"
20,2022-05-25 12:35, (San Pedro),Brand new remodeled interior 1 bed 1ba apartment.,1,550.0,https://losangeles.craigslist.org/wst/apa/d/san-pedro-brand-new-remodeled-interior/7488209725.html,"1,625"
21,2022-05-25 12:35, (West Los Angeles),"Oh- Bright and renovated 2 bed, 2.5 bath luxury unit",2,1050.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-oh-bright-and-renovated-bed/7488253052.html,"3,395"
22,2022-05-25 12:35, (westside-southbay-310),** Beautiful 3 bedroom lots of light fully remodeled**,3,1200.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-beautiful-bedroom-lots-of/7488252759.html,
23,2022-05-25 12:34, (westside-southbay-310),** Beautiful 3 bedroom lots of light fully remodeled**,3,1200.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-beautiful-bedroom-lots-of/7488252353.html,
24,2022-05-25 12:33, (westside-southbay-310),** Beautiful 3 bedroom lots of light fully remodeled**,3,1200.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-beautiful-bedroom-lots-of/7480367144.html,
25,2022-05-25 12:33," (5116 Dahlia Dr, Los Angeles, CA)",Gorgeous 4 bedroom 3 bath Springdale Home For Rent!,4,,https://losangeles.craigslist.org/wst/apa/d/los-angeles-gorgeous-bedroom-bath/7488243336.html,"1,210"
26,2022-05-25 12:33, (Hermosa Beach),"RARELY AVAILABLE 1 BED, 1 BATH APARTMENT",1,781.0,https://losangeles.craigslist.org/wst/apa/d/hermosa-beach-rarely-available-bed-bath/7488251946.html,"3,984"
27,2022-05-25 12:28, (10833 Wilshire Blvd.),Lavish 1 Bedroom with Stainless Steel Appliances- Unit #530,1,744.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-lavish-bedroom-with/7488249397.html,"4,359"
28,2022-05-25 12:27, (Van Nuys),"Brand New, Renovated, Beautiful 1 Bedroom + 1 Bath",1,,https://losangeles.craigslist.org/wst/apa/d/van-nuys-brand-new-renovated-beautiful/7478710240.html,"1,900"
29,2022-05-25 12:26, (Marina Del Rey),Waterfront 1x1 Home with a Fully Loaded Kitchen!,1,733.0,https://losangeles.craigslist.org/wst/apa/d/marina-del-rey-waterfront-1x1-home-with/7488248601.html,"3,408"
30,2022-05-25 12:25, (Playa Vista),"Controlled Access, Stylish Features, Washer Dryer in Unit",2,1303.0,https://losangeles.craigslist.org/wst/apa/d/playa-vista-controlled-access-stylish/7488248317.html,"4,432"
31,2022-05-25 12:25, (Santa Monica),"Charming, convenient, partially detached 1-bed upper unit...",1,600.0,https://losangeles.craigslist.org/wst/apa/d/santa-monica-charming-convenient/7488217785.html,"1,795"
32,2022-05-25 12:23, (westside-southbay-310),"Microwave, Controlled Access/Gated, Spacious Floorplans",2,897.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-microwave-controlled-access/7477469327.html,"3,137"
33,2022-05-25 12:22," (1410 5th Street, Santa Monica, CA)","1x1, Spacious balcony, Parking, Rooftop",1,639.0,https://losangeles.craigslist.org/wst/apa/d/santa-monica-1x1-spacious-balcony/7486548507.html,"3,799"
34,2022-05-25 12:21, (West Hollywood),Extra large 2 bed/2 bath in incredible WeHo location w parking 920@24,2,1100.0,https://losangeles.craigslist.org/wst/apa/d/west-hollywood-extra-large-bed-bath-in/7479033551.html,"2,975"
35,2022-05-25 12:21, (Del Rey),Berryman Apts...Newly Remodeled One Bedroom...in unit Washer/Dryer!,1,600.0,https://losangeles.craigslist.org/wst/apa/d/culver-city-berryman-aptsnewly/7486474543.html,"2,395"
36,2022-05-25 12:21, (West Hollywood),Large West Hollywood 1-bdrm with parking 1145@105,1,850.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-large-west-hollywood-bdrm/7479035193.html,"2,400"
37,2022-05-25 12:21, (SANTA MONICA AND FAIRFAX),HUGE FRONT UPPER 3 BEDROOMS & 2 BATHS; HUGE BALCONY IN WEST HOLLYWOOD,3,1850.0,https://losangeles.craigslist.org/wst/apa/d/west-hollywood-huge-front-upper/7485234566.html,"4,050"
38,2022-05-25 12:20," (555 Levering Ave, Los Angeles, CA)","Elevator, Air Conditioner, Microwave - Now Leasing for Fall!",,525.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-elevator-air-conditioner/7488245850.html,"2,284"
39,2022-05-25 12:20," (_____Gifford Ave Maywood, CA____)",#### Home in a multi family property !#####,1,,https://losangeles.craigslist.org/wst/apa/d/maywood-home-in-multi-family-property/7488245655.html,"1,250"
40,2022-05-25 12:20, (Pico Robertson),"Huge, upper 2bed/1.5 bath in Spanish 4-plex",2,1200.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-huge-upper-2bed-15-bath-in/7476598710.html,
41,2022-05-25 12:20, (Playa Vista),"On-Call Service Team, Private Balconies, Disposal, Central HVAC",1,619.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-on-call-service-team/7488245486.html,"2,792"
42,2022-05-25 12:19," (3767 Clarington Ave, Los Angeles, CA)","Carpeting, Gas Range, Cable Ready",1,810.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-carpeting-gas-range-cable/7488244967.html,"2,800"
43,2022-05-25 12:18," (375 North La Cienega Boulevard, West Hollywood, CA)","Conference Room, Package Lockers, Complimentary Package Acceptance",1,672.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-conference-room-package/7488244863.html,"3,932"
44,2022-05-25 12:18, (Playa Del Rey),"Refrigerator*, Vaulted Ceilings*, Spa, Laundry Facility",,500.0,https://losangeles.craigslist.org/wst/apa/d/playa-del-rey-refrigerator-vaulted/7488244621.html,"2,219"
45,2022-05-25 12:18," (2200 Colorado Ave, Santa Monica, CA)","Freeway Access, Shimmering Outdoor Pool, Courtyard",2,1094.0,https://losangeles.craigslist.org/wst/apa/d/santa-monica-freeway-access-shimmering/7488244593.html,"4,359"
46,2022-05-25 12:16," (4600 Vía Marina, Marina del Rey, CA)","Cathedral ceilings on top floor units, Online rent payments, Library",2,1182.0,https://losangeles.craigslist.org/wst/apa/d/marina-del-rey-cathedral-ceilings-on/7488243683.html,"3,512"
47,2022-05-25 12:16, (westside-southbay-310),Blooming Specials at Casa Granada!,,470.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-blooming-specials-at-casa/7488243526.html,"2,271"
48,2022-05-25 12:16, (Venice Beach),"Recently Updated 3 Bedroom 2 Bath Quiet Walk Street, Steps to Sand",3,1400.0,https://losangeles.craigslist.org/wst/apa/d/venice-recently-updated-bedroom-bath/7479202806.html,"5,500"
49,2022-05-25 12:15, (Venice Beach),"Recently Updated 3 Bedroom 2 Bath Quiet Walk Street, Steps to Sand",3,1400.0,https://losangeles.craigslist.org/wst/apa/d/venice-recently-updated-bedroom-bath/7479080853.html,"5,500"
50,2022-05-25 12:15, (Venice),Large 3 Bedroom 2 Bath on Quiet Walk Street Steps from Sand in Venice,3,1400.0,https://losangeles.craigslist.org/wst/apa/d/venice-large-bedroom-bath-on-quiet-walk/7479079793.html,"5,500"
51,2022-05-25 12:14," (233 South Barrington Avenue, Los Angeles, CA)","Plank wood flooring, Rose granite counters, Mirrored closets, Patio",1,800.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-plank-wood-flooring-rose/7488242607.html,"3,223"
52,2022-05-25 12:12," (17621 W. Pauline Ct., Los Angeles, CA)","State-Of-The-Art Fitness Center, Enclosed Dog Park, Dishwasher",2,1056.0,https://losangeles.craigslist.org/wst/apa/d/canyon-country-state-of-the-art-fitness/7478845062.html,"2,780"
53,2022-05-25 12:11, (4250 Glencoe Avenue),"Washer and dryer, Stainless steel appliances, Elevator",1,774.0,https://losangeles.craigslist.org/wst/apa/d/marina-del-rey-washer-and-dryer/7488241363.html,"3,368"
54,2022-05-25 12:07," (6300 Green Valley Circle, Culver City, CA)","Your urban oasis is here! 1x1 w/ pools, fitness center, BBQs, and more",1,710.0,https://losangeles.craigslist.org/wst/apa/d/culver-city-your-urban-oasis-is-here/7488239412.html,"2,615"
55,2022-05-25 12:06, (westside-southbay-310),"Clubhouse with billiards, Washer and dryer, CoverPark",1,1054.0,https://losangeles.craigslist.org/wst/apa/d/marina-del-rey-clubhouse-with-billiards/7488239079.html,"3,661"
56,2022-05-25 12:05, (westside-southbay-310),In Unit Washer/Dryer,1,687.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-in-unit-washer-dryer/7484557069.html,"2,295"
57,2022-05-25 12:04, (Los Angeles),Feel safe and secure in our gated community. Access gate for residents,2,923.0,https://losangeles.craigslist.org/wst/apa/d/playa-vista-feel-safe-and-secure-in-our/7488237967.html,"2,920"
58,2022-05-25 12:03," (4600 Vía Marina, Marina del Rey, CA)","Online rent payments, 24-hour package lockers, On-site café",,457.0,https://losangeles.craigslist.org/wst/apa/d/marina-del-rey-online-rent-payments-24/7483827117.html,"2,430"
59,2022-05-25 12:02, (Torrance),Getting Hot Out! We have a Cool Pool!,1,700.0,https://losangeles.craigslist.org/wst/apa/d/torrance-getting-hot-out-we-have-cool/7488236852.html,"1,995"
60,2022-05-25 12:02, (westside-southbay-310),"Wood Look Plank Flooring in the Living Spaces, Bike Racks, Recycling",1,669.0,https://losangeles.craigslist.org/wst/apa/d/inglewood-wood-look-plank-flooring-in/7488236785.html,"3,155"
61,2022-05-25 11:57, (Culver City),Culver City Home - 3br + Guest House,3,1500.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-culver-city-home-3br-guest/7477573675.html,"7,500"
62,2022-05-25 11:55, (Hawthorne),SPECIAL!! 1+1 Utilities Included With Pool,1,,https://losangeles.craigslist.org/wst/apa/d/hawthorne-special-11-utilities-included/7488233506.html,"1,700"
63,2022-05-25 11:53, (Hawthorne),SPECAIL$300 OFF! Your New Home Is Calling Your Name!!!! 1 bed 1 bath,1,,https://losangeles.craigslist.org/wst/apa/d/hawthorne-specail300-off-your-new-home/7488232334.html,"1,700"
64,2022-05-25 11:52, (West Los Angeles),Newly Renovated One Bedroom in West LA,1,500.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-newly-renovated-one-bedroom/7477663319.html,"2,100"
65,2022-05-25 11:51, (westside-southbay-310),Tour Today!,2,876.0,https://losangeles.craigslist.org/wst/apa/d/carson-tour-today/7488231200.html,"2,995"
66,2022-05-25 11:50, (westside-southbay-310),WARM UP WITH OUR HOT SPECIALS!,,470.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-warm-up-with-our-hot/7486549684.html,"2,313"
67,2022-05-25 11:50, (Beverly Grove),"K-126 Brand new 3 bed, 3 bath luxury unit",3,1817.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-126-brand-new-bed-bath/7488188250.html,"5,595"
68,2022-05-25 11:49," (233 South Barrington Avenue, Los Angeles, CA)","1st Floor unit, Plank flooring, Mirrored closets, Patio",1,800.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-1st-floor-unit-plank/7483815185.html,"3,149"
69,2022-05-25 11:49, (WEST LOS ANGELES AREA),1 BED 1 BATH LARGE UNIT-WALKABLE,1,850.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-bed-bath-large-unit-walkable/7488224298.html,"2,195"
70,2022-05-25 11:48, (Westwood),Renovated Unit / Pool & Jacuzzi on Roof,1,,https://losangeles.craigslist.org/wst/apa/d/los-angeles-renovated-unit-pool-jacuzzi/7488220956.html,"2,300"
71,2022-05-25 11:48, (los angeles),lovely Studio 1 Bath,,,https://losangeles.craigslist.org/wst/apa/d/los-angeles-lovely-studio-bath/7488229817.html,"1,250"
72,2022-05-25 11:45, (westside-southbay-310),"Availability 24 Hours, Recycling, Smoke-Free Community",1,669.0,https://losangeles.craigslist.org/wst/apa/d/inglewood-availability-24-hours/7479859166.html,"3,020"
73,2022-05-25 11:45, (Brentwood),"KS- Brand new, luxury 3 bedroom, 3 bathroom",3,1633.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-ks-brand-new-luxury-bedroom/7488228267.html,"5,695"
74,2022-05-25 11:45, (Brentwood),"KO- Renovated 2 bed, 3 bath +den in prime Brentwood",2,1250.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-ko-renovated-bed-bath-den/7488228189.html,"4,495"
75,2022-05-25 11:45, (Beverly Grove),"OT- Gorgeous 3 bed, 3 bath unit",3,1267.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-ot-gorgeous-bed-bath-unit/7488228122.html,"4,895"
76,2022-05-25 11:44, (Hancock Park),"CI- Brand new luxury 2 bed, 2 bath",2,1125.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-ci-brand-new-luxury-bed-bath/7488228065.html,"3,495"
77,2022-05-25 11:43, (Socal),Renovated 3bd 2bth property,3,1222.0,https://losangeles.craigslist.org/wst/apa/d/compton-renovated-3bd-2bth-property/7487084915.html,"1,799"
78,2022-05-25 11:43, (Culver City),"In-Home Security Systems, Stone Countertops, Large Patios/Decks",3,1023.0,https://losangeles.craigslist.org/wst/apa/d/culver-city-in-home-security-systems/7486543878.html,"5,499"
79,2022-05-25 11:34, (West LA),"4 Bedroom Gorgeous top/floor loft style, available now",4,1400.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-bedroom-gorgeous-top-floor/7488223126.html,"5,995"
80,2022-05-25 11:33, (Torrance),🎈2 WEEKS FREE!! 🎈 2X2 Bright & Spacious - Torrance/Southbay -,2,968.0,https://losangeles.craigslist.org/wst/apa/d/torrance-weeks-free-2x2-bright-spacious/7486105477.html,"2,695"
81,2022-05-25 11:33, (Fontana),Look at this - GORGEOUS 3 Bed - Text Mia to Pre-Qualify,3,1440.0,https://losangeles.craigslist.org/wst/apa/d/fontana-look-at-this-gorgeous-bed-text/7482353827.html,"2,890"
82,2022-05-25 11:31," (4600 Vía Marina, Marina del Rey, CA)","Cathedral ceilings on top floor units, Library, Online rent payments",2,1182.0,https://losangeles.craigslist.org/wst/apa/d/marina-del-rey-cathedral-ceilings-on/7487348143.html,"3,967"
83,2022-05-25 11:29, (Los Angeles),Village Lofts Unit 303,3,1005.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-village-lofts-unit-303/7488220505.html,"6,500"
84,2022-05-25 11:29, (Torrance),STUDIO  w/Pool/Laundry/Parking/BBQ/ by shops/freeways,,,https://losangeles.craigslist.org/wst/apa/d/studio-pool-laundry-parking-bbq-by/7479018495.html,"1,479"
85,2022-05-25 11:29," (3740 Keystone Ave, Los Angeles, CA)","Community Courtyard, On-Site Maintenance, 360 Degree views from Roof",2,1000.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-community-courtyard-on-site/7479964705.html,"3,380"
86,2022-05-25 11:29, (Torrance),STUDIO  w/Pool/Laundry/Parking/BBQ/ by shops/freeways,,,https://losangeles.craigslist.org/wst/apa/d/studio-pool-laundry-parking-bbq-by/7479019183.html,"1,479"
87,2022-05-25 11:27, (Hawthorne),1 Bedroom,1,,https://losangeles.craigslist.org/wst/apa/d/hawthorne-bedroom/7488219343.html,
88,2022-05-25 11:23, (West Los Angeles),"Light, Bright and Airy Loft with Garage Parking",4,1400.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-light-bright-and-airy-loft/7477827287.html,"5,995"
89,2022-05-25 11:21," (233 South Barrington Avenue, Los Angeles, CA)","Plank wood flooring, Rose granite counters, Mirrored closets, Patio",1,800.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-plank-wood-flooring-rose/7488216350.html,"3,223"
90,2022-05-25 11:21, (los angeles),Georgous Studio 1 Bath,,,https://losangeles.craigslist.org/wst/apa/d/los-angeles-georgous-studio-bath/7488216281.html,"1,250"
91,2022-05-25 11:21, (Playa Del Rey),ROOM FOR RENT IN PLAYA DEL REY.  minutes from the beach,1,400.0,https://losangeles.craigslist.org/wst/apa/d/playa-del-rey-room-for-rent-in-playa/7488216103.html,"1,225"
92,2022-05-25 11:21, (westside-southbay-310),"Off Street Parking, Disposal, Refrigerator",2,,https://losangeles.craigslist.org/wst/apa/d/los-angeles-off-street-parking-disposal/7488216047.html,"3,495"
93,2022-05-25 11:20," (3767 Clarington Ave, Los Angeles, CA)","Gas Range, Wi-Fi Lounge, On-Site Maintenance",,625.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-gas-range-wi-fi-lounge-on/7487346637.html,"2,475"
94,2022-05-25 11:19," (1502 Broadway, Santa Monica, CA)","Spacious Open 1x1, Parking, Balcony, In Unit Laundry",1,625.0,https://losangeles.craigslist.org/wst/apa/d/santa-monica-spacious-open-1x1-parking/7486557740.html,"3,599"
95,2022-05-25 11:19," (West Los Angeles, Brentwood, WLA, Santa Monica, Century City)","Top Corner Modern Spacious W/D in, Parking, A/C..New.....  34",2,1300.0,https://losangeles.craigslist.org/wst/apa/d/santa-monica-top-corner-modern-spacious/7488215070.html,"3,400"
96,2022-05-25 11:18, (Lawndale),Newly Renovated Duplex For rent. See pictures!,1,1000.0,https://losangeles.craigslist.org/wst/apa/d/lawndale-newly-renovated-duplex-for/7488214872.html,"1,700"
97,2022-05-25 11:18, (Westwood),"Luxurious and Spacious Living in 1-Bed, 1 Bath - Online Tour!",1,1189.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-luxurious-and-spacious/7485307156.html,"6,045"
98,2022-05-25 11:18, (Compton),JASMINE GARDEN PROJECT BASED SECTION 8,3,802.0,https://losangeles.craigslist.org/wst/apa/d/compton-jasmine-garden-project-based/7488214734.html,"2,462"
99,2022-05-25 11:17," (840 Larrabee Street, West Hollywood, CA)","Gated property access, Elevator access, Steps to public transportation",1,720.0,https://losangeles.craigslist.org/wst/apa/d/west-hollywood-gated-property-access/7483871370.html,"2,852"
100,2022-05-25 11:17, (Westwood),Luxurious and Spacious Living in 1-Bed 1 Bath,1,1189.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-luxurious-and-spacious/7478985366.html,"6,045"
101,2022-05-25 11:16, (Santa Monica-2700 Neilson Way @Main St/The Beach/WOOD FLS!),"2 Weeks FREE! 1X1 OCEAN VIEW NEW RENO W/I Clos, Stainless St, Balcony!",1,775.0,https://losangeles.craigslist.org/wst/apa/d/santa-monica-weeks-free-1x1-ocean-view/7488213871.html,"4,795"
102,2022-05-25 11:16, (Los Angeles),Spacious 1Bed/1Bath Available Now - Offering 9/10/11/12 month lease!,1,800.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-spacious-1bed-1bath/7488213829.html,"3,455"
103,2022-05-25 11:16," (375 North La Cienega Boulevard, West Hollywood, CA)","Complimentary Package Acceptance, Dog & Cat-Friendly, Package Lockers",1,747.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-complimentary-package/7480810629.html,"4,482"
104,2022-05-25 11:16, (Brentwood),The Lifestyle You Deserve.,,470.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-the-lifestyle-you-deserve/7487341822.html,"2,409"
105,2022-05-25 11:15, (westside-southbay-310),"Have fun in the sun in our amazing pool, modern 1 bedroom, W/D",1,742.0,https://losangeles.craigslist.org/wst/apa/d/marina-del-rey-have-fun-in-the-sun-in/7488213409.html,"3,915"
106,2022-05-25 11:15," (6300 Green Valley Circle, Culver City, CA)","Three heated pools (one with saltwater), Outdoor spa, Gas BBQ grills",,445.0,https://losangeles.craigslist.org/wst/apa/d/culver-city-three-heated-pools-one-with/7488213078.html,"2,278"
107,2022-05-25 11:15, (EL SEGUNDO),!!! COMPLETELY RENOVATED !!! 770,2,1005.0,https://losangeles.craigslist.org/wst/apa/d/playa-del-rey-completely-renovated-770/7485707303.html,"3,495"
108,2022-05-25 11:14," (1410 5th Street, Santa Monica, CA)","Custom Mecho Designer Window Shades, Elevator Access, Patio/Balcony",3,1395.0,https://losangeles.craigslist.org/wst/apa/d/santa-monica-custom-mecho-designer/7488212698.html,"7,999"
109,2022-05-25 11:11, (Malibu),Fabulous Townhouse Centrally Located,3,1515.0,https://losangeles.craigslist.org/wst/apa/d/malibu-fabulous-townhouse-centrally/7477864357.html,"7,995"
110,2022-05-25 11:11," (12035 Wilshire Boulevard, Los Angeles, CA)","Smart package lockers, Open plan designs, On-Site Management",,537.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-smart-package-lockers-open/7488210856.html,"3,000"
111,2022-05-25 11:10, (Redondo Beach),"End Unit! TOWNHOME. Mth-to-mth! Near beach, shops, schools, 2 parks.",2,1100.0,https://losangeles.craigslist.org/wst/apa/d/redondo-beach-end-unit-townhome-mth-to/7486276280.html,"2,900"
112,2022-05-25 11:10," (6300 Green Valley Circle, Culver City, CA)","Outdoor spa, Three heated pools (one with saltwater),",2,1170.0,https://losangeles.craigslist.org/wst/apa/d/culver-city-outdoor-spa-three-heated/7485018606.html,"3,284"
113,2022-05-25 11:09," (Santa Monica, CA)",~!!~Enjoy Santa Monica living at 2201 Oak St.@,2,,https://losangeles.craigslist.org/wst/apa/d/santa-monica-enjoy-santa-monica-living/7488202873.html,950
114,2022-05-25 11:09, (Lawndale),Get on our waiting list 1+1 cute apartment home,1,483.0,https://losangeles.craigslist.org/wst/apa/d/lawndale-get-on-our-waiting-list-11/7488210259.html,"1,900"
115,2022-05-25 11:09," (411 Kelton Ave, Los Angeles, CA)","Wood-like plank flooring, Carpeting in bedroom, Leasing Now for Fall!",,525.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-wood-like-plank-flooring/7488210219.html,"2,344"
116,2022-05-25 11:09," (3767 Clarington Ave, Los Angeles, CA)","Carpeting, Disposal, Cable Ready",1,810.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-carpeting-disposal-cable/7488210026.html,"2,800"
117,2022-05-25 11:08, (los angeles),Extravagant Studio 1 bath,,600.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-extravagant-studio-bath/7481519526.html,"1,250"
118,2022-05-25 11:08, (westside-southbay-310),"Maple Cabinets, Steam Rooms, Controlled Access Parking, Coffee Lounge",2,1144.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-maple-cabinets-steam-rooms/7488171508.html,"4,784"
119,2022-05-25 11:07, (los angeles),Beautiful  Studio 1 Bath,,600.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-beautiful-studio-bath/7481511925.html,"1,250"
120,2022-05-25 11:07, (los angeles),Beautiful Studio 1 Bath,,600.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-beautiful-studio-bath/7480382813.html,"1,250"
121,2022-05-25 11:06," (4600 Vía Marina, Marina del Rey, CA)","Spectacular main channel and ocean views, Library, Gas fireplaces",,457.0,https://losangeles.craigslist.org/wst/apa/d/marina-del-rey-spectacular-main-channel/7488208561.html,"2,385"
122,2022-05-25 11:06, (Los Angeles),1 Bed w/ 1.5 Bath in Prime Brentwood Location W/ Parking!,1,836.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-bed-15-bath-in-prime/7488208256.html,"2,495"
123,2022-05-25 11:05, (Los Angeles),Beautiful Studio,,600.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-beautiful-studio/7480305751.html,"1,250"
124,2022-05-25 11:05, (los angeles),Stunning Studio 1 bath,,600.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-stunning-studio-bath/7481507064.html,
125,2022-05-25 11:04, (los angeles),Beautiful studio 1 bath,,,https://losangeles.craigslist.org/wst/apa/d/los-angeles-beautiful-studio-bath/7488207013.html,"1,250"
